Preview,TrueSet,PredSet,FP,FN,MaxPPL,MeanPPL_All,MeanPPL_YesOnly,PPL_ByLabel
Taking pills from aid access Hi. I found out I was pregnant 2 days ago. I'm 6w 4d. I have a 8 month old and I really can't have another one yet. I haven't finished school. My husband and I live with his mom. I order the …,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Discrimination', 'Mental Health'}",['Discrimination'],[],1.001503966646767,1.0002227791666185,1.000445066711228,"{'Medical': 1.0002616084404183, 'Mental Health': 1.001503966646767, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000003128163746, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000135445151082, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.0000011472426182}"
Am I being sexually abused because I am subservient (one of my abusers called me that)? He's a coworker who randomly one day said I am subservient. Maybe he was just trying to get in my head but I would admit I am very p…,{'Not Applicable'},{'Abuse'},['Abuse'],['Not Applicable'],1.001171503437304,1.0002955988267312,1.001171503437304,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0011711455070886, 'Abuse': 1.0011715034373039, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000038889336924, 'Pregnancy': 1.0000006704275366, 'Not Applicable': 1.0000167630628127}"
My experience with a MA at 5 weeks. Confirmed negative pregnancy test (positive experience) I wanted to post my abortion experience here to hopefully bring some peace and reassurance to those experiencing similar symptom…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Discrimination', 'Mental Health'}",['Discrimination'],[],1.0009122369808443,1.000129075901259,1.0002578277874223,"{'Medical': 1.0000006704275366, 'Mental Health': 1.000096395615461, 'Abuse': 1.0, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0009122369808445, 'Pregnancy': 1.000022008125847, 'Not Applicable': 1.000000908835049}"
"Anyone not really sure how they feel during/post MC? Started spotting, then bleeding 7w4d, pretty quickly concluded what was happening. Ultrasound at 8 weeks confirmed. Incomplete miscarriage, and hoping things will work…","{'Pregnancy', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",['Medical'],[],1.0009119983447996,1.0001762900449802,1.0001655710461368,"{'Medical': 1.0001587360846416, 'Mental Health': 1.0003358761801915, 'Abuse': 1.0000003128163746, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0009119983447996, 'Pregnancy': 1.000002100873577, 'Not Applicable': 1.0000005512238017}"
Please someone help me I'm in a state that dosnt allow abortions and I don't have the funds to travel out of state or pay to have it done. Please someone help me with ideas. I am struggling and all alone.,"{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Discrimination', 'Mental Health'}",['Discrimination'],[],1.0005537820014745,1.0000697348720315,1.000185398563553,"{'Medical': 1.000000432020081, 'Mental Health': 1.0005537820014745, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000015048541353, 'Pregnancy': 1.000000908835049, 'Not Applicable': 1.0000001936126681}"
"5+2 Found out at 10DPO, line profession was steady and test and control were same colour on day of missed period.   Went to ED at 5+1 cramping and light bleeding. Bedside ultrasound confirmed pregnancy in uterus. 1st blo…","{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy', 'Mental Health'}",['Mental Health'],[],1.000553662784416,1.0000734600342407,1.0001943389639922,"{'Medical': 1.0000279684573161, 'Mental Health': 1.000553662784416, 'Abuse': 1.000000432020081, 'Aggression': 1.000000432020081, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000013856502443, 'Not Applicable': 1.0000030545053316}"
"Abortion guilt - Does it ever go away? Please share your healing experiences 🙏 Just over 3 years ago I had an abortion and I am still consumed with feelings of confusion, guilt and regret. I guess part of this is looking…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],['Medical'],1.000553543450892,1.0000695411480485,1.0002771069392145,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000006704275366, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000011472426182, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.000553543450892, 'Not Applicable': 1.0000001936126681}"
Please Read. Im 18 and almost 20 weeks I need advice really bad. I started dating my boyfriend last summer when i was 17 he was 38. He has his own house and we both love watching movies together and hes funny. I was on b…,"{'Pregnancy', 'Sexual', 'Mental Health', 'Aggression', 'Abuse'}","{'Pregnancy', 'Abuse', 'Mental Health'}",[],"['Aggression', 'Sexual']",1.0004308812400349,1.000116746538147,1.000008061134878,"{'Medical': 1.0002036803379246, 'Mental Health': 1.0000011472426182, 'Abuse': 1.0000218889193981, 'Aggression': 1.0002614891999497, 'Sexual': 1.0004308812400347, 'Discrimination': 1.0000131868988307, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.0000005512238017}"
My father in law is sexually harassing me and I don't know what to do I don't even know how to start. I'm together with my boyfriend for only half a year now. I always had the feeling that the parents didn't like me real…,"{'Sexual', 'Mental Health', 'Abuse'}","{'Abuse', 'Aggression', 'Mental Health'}",['Aggression'],['Sexual'],1.0003358761801917,1.0000426456492244,1.0001130016976454,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0000006704275366, 'Abuse': 1.0000024584852079, 'Aggression': 1.0003358761801915, 'Sexual': 1.000001266446481, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000001936126681, 'Not Applicable': 1.0000001936126681}"
"Need to get this off my chest  I have never posted on any online forum so here goes nothing.  I am a male in my late 20s. In high school, I was sexually harassed and sexually assaulted by several women. One girl made sev…","{'Sexual', 'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],['Sexual'],1.0002617276809012,1.0000601390843546,1.0002328232357196,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0002039187905383, 'Abuse': 1.0002617276809012, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000131868988307, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000003128163746, 'Not Applicable': 1.000001266446481}"
Cramping but no bleeding 4 hours after taking misoprostol I took mifepristone yesterday at 1:20 PM and took the 4 misoprostol today at 2:20 PM. I experience some very light cramping yesterday after I took the mifepriston…,"{'Medical', 'Mental Health'}","{'Medical', 'Pregnancy'}",['Pregnancy'],['Mental Health'],1.0001235697070932,1.0000160626384735,1.0000012068445496,"{'Medical': 1.0000011472426182, 'Mental Health': 1.0001235697070932, 'Abuse': 1.0000006704275366, 'Aggression': 1.0000005512238017, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000001266446481, 'Not Applicable': 1.0000005512238017}"
Miscarriage at 18 weeks - will we be able to see the remains for closure? My fiance miscarriaged baby girl at 18 weeks. OBGYN said it likely happened a few days ago before the ultrasound that determined no heartbeat. My …,"{'Pregnancy', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",['Medical'],[],1.000096514828972,1.0000163165165206,1.0000373469956318,"{'Medical': 1.000096514828972, 'Mental Health': 1.0000104451819234, 'Abuse': 1.0000003128163746, 'Aggression': 1.000000432020081, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000168822686506, 'Pregnancy': 1.0000050809760002, 'Not Applicable': 1.000000432020081}"
"getting an abortion, feeling scared and alone   I’m 22, just found out that I’m pregnant for the first time, and I am about 4 weeks along.   I am absolutely heartbroken, and feel totally alone.   I have always wanted to …","{'Pregnancy', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",['Medical'],[],1.000058605124737,1.0000080463690662,1.000020260135413,"{'Medical': 1.0000586051247373, 'Mental Health': 1.0000010280388834, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000018624656668, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.0000011472426182}"
Healed and Alive Again Hi! For all who regret their abortion for months or even years...how did you all healed and see the other side again? How did you let yourself feel happy again? Is life better or at best now for yo…,"{'Pregnancy', 'Mental Health'}",{'Mental Health'},[],['Pregnancy'],1.000021888919398,1.0000046786914143,1.000021888919398,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0000218889193981, 'Abuse': 1.000000432020081, 'Aggression': 1.0000005512238017, 'Sexual': 1.000000432020081, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000131868988307, 'Not Applicable': 1.0000003128163746}"
Late first trimester ultrasound found missed miscarriage.  I had my first trimester scan yesterday where I am currently 12 weeks. They found out that my baby stopped growing after 7 weeks.  My physician gave me options b…,"{'Pregnancy', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",['Medical'],[],1.0000217697129634,1.0000034568434004,1.0000087763575811,"{'Medical': 1.0000217697129634, 'Mental Health': 1.0000032929132987, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000003128163746, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.000001266446481, 'Not Applicable': 1.0000001936126681}"
"Am I overthinking this interaction? (M, 23) I just started a new job as a Mental Health Aide less than a month ago at the hospital, I work with nurses and physicians in client care.  This one nurse I’m just generally fri…",{'Not Applicable'},"{'Abuse', 'Mental Health'}","['Abuse', 'Mental Health']",['Not Applicable'],1.0000173590903254,1.0000027863115144,1.0000097895838826,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0000022200774399, 'Abuse': 1.0000173590903254, 'Aggression': 1.0000001936126681, 'Sexual': 1.000000908835049, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000000432020081, 'Not Applicable': 1.0000005512238017}"
"first period after miscarriage got my first period after my d&c, feeling super emotional about it 😔  hoping for my rainbow baby soon.","{'Medical', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",['Pregnancy'],['Medical'],1.000013425309668,1.0000023392904924,1.000008180305405,"{'Medical': 1.0000001936126681, 'Mental Health': 1.000013425309668, 'Abuse': 1.0000005512238017, 'Aggression': 1.0000006704275366, 'Sexual': 1.0000001936126681, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.000002935301142, 'Not Applicable': 1.0000003128163746}"
Let it ride out or ER visit? I had a miscarriage several years ago without any symptoms.   Currently— LMP was May 23rd. Took a pregnancy test 1 week ago which was positive. A few days ago I had some pinkish discharge whi…,"{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],2.000009063735852,1.1312941461848065,1.024894655555535,"{'Medical': 1.0497881638684516, 'Mental Health': 2.000009063735852, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0005533049586062, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.000000432020081}"
"I’m not really sure if this is harassment or not I was walking down stairs to leave a store, and a man who was going up the escalator was staring at my boobs and said something like “nice” or “sweet” (im 13 by the way an…",{'Abuse'},{'Abuse'},[],[],2.000002149577676,1.1250704021789382,1.000553662784416,"{'Medical': 1.000000432020081, 'Mental Health': 1.0000030545053316, 'Abuse': 1.000553662784416, 'Aggression': 1.0, 'Sexual': 2.000002149577676, 'Discrimination': 1.0000023392813167, 'Pregnancy': 1.0000005512238017, 'Not Applicable': 1.0000010280388834}"
Did I have a miscarriage? Starting off I want to say that I have PCOS & Endometriosis so it’s been very hard for me to differentiate my symptoms at different points the last couple years. I’m confused but my gut is telli…,"{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.6065356903730412,1.0889926499870568,1.0527010786923467,"{'Medical': 1.1054008909382123, 'Mental Health': 1.6065356903730412, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000001266446481, 'Not Applicable': 1.0000019816695012}"
"Is this sexual harassment? And what can I do? …….. I went to a hibachi restaurant and was seated in a table with a bunch of white men. They were sucking their teeth , staring and rolling their eyes from the moment we sat…",{'Discrimination'},{'Discrimination'},[],[],1.4723694546362025,1.059234799615822,1.000002935301142,"{'Medical': 1.0000003128163746, 'Mental Health': 1.001503608481102, 'Abuse': 1.4723694546362023, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000001936126681, 'Discrimination': 1.000002935301142, 'Pregnancy': 1.0000006704275366, 'Not Applicable': 1.0000010280388834}"
Was I sexually harassed??? This happened yesterday. I am a thirteen year old girl and my new neighbors just moved in. They have a little boy whose only eight years old (will call him Mike). My eleven year old brother bec…,"{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.2231327431494514,1.028107553351043,1.0008624637696295,"{'Medical': 1.0000003128163746, 'Mental Health': 1.000553543450892, 'Abuse': 1.0011713840883674, 'Aggression': 1.0000015048541353, 'Sexual': 1.2231327431494514, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000003128163746, 'Not Applicable': 1.0000003128163746}"
Dealing with grief from d&c and family thoughts I recently experienced my first miscarriage and dealt with grief that was so severe that I checked myself into 2 mental crisis facilities. I ultimately did not go through w…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.223131540227564,1.0278986506888108,1.0000034518553915,"{'Medical': 1.000002816097194, 'Mental Health': 1.0000006704275366, 'Abuse': 1.000045611249943, 'Aggression': 1.0, 'Sexual': 1.0000001936126681, 'Discrimination': 1.223131540227564, 'Pregnancy': 1.000006869041444, 'Not Applicable': 1.0000015048541353}"
Support group for single woman? My friend had a miscarriage and the guy dumped her two days after her surgery. She’s in a support group now but everyone in it is a couple and it just makes her so sad and feels like the e…,"{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.1737770091837665,1.0240119664209149,1.0960466888271156,"{'Medical': 1.0000001936126681, 'Mental Health': 1.1737770091837663, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.000000432020081, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.0183163684704652, 'Not Applicable': 1.000000432020081}"
"Am I miscarrying? I stopped my birth control on May 6th. Today I started bleeding but I had my period from June 6th to the 8th so my period isn't due, I'm actually suppose to ovulate this week according to my flo. Am I h…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.1353371842781956,1.0169183753812585,1.0451149079152895,"{'Medical': 1.1353371842781956, 'Mental Health': 1.0000066306326245, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000007896312857, 'Sexual': 1.0000003128163746, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.000000908835049, 'Not Applicable': 1.000000432020081}"
"Was this sexual harassment? Though I’m still disturbed and disgusted by this dirty old lady So over a year ago when I just turn (18m) my male parent had a girlfriend over the house from Florida (US) staying over, she loo…","{'Aggression', 'Mental Health', 'Abuse'}","{'Abuse', 'Aggression', 'Mental Health'}",[],[],1.1054011297787123,1.019806251763965,1.0047575932342885,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000065114280086, 'Abuse': 1.0000006704275366, 'Aggression': 1.0142655978473205, 'Sexual': 1.0387749277735205, 'Discrimination': 1.1054011297787125, 'Pregnancy': 1.0000001936126681, 'Not Applicable': 1.0000007896312857}"
"Abortion pill worries Hi guys, I'm 20 years old and just found out this past week I am pregnant. I'm going to planned parenthood tomorrow to get the abortion pill option, however, I'm scared out of my mind. I have really…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0497879253117737,1.0062240325867828,1.016596859136223,"{'Medical': 1.0497879253117735, 'Mental Health': 1.000000908835049, 'Abuse': 1.000000432020081, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000017432618467, 'Not Applicable': 1.0000001936126681}"
"I’m having a MA abortion at 6 weeks this Saturday and I’m terrified Hi all, I recently found out I was pregnant at 21 and I am not ready to have a child by any means. I am in a state that it is legal to have abortions. I…","{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0387750477354103,1.004847333486867,1.0000009684369662,"{'Medical': 1.0387750477354103, 'Mental Health': 1.000000908835049, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000010280388834, 'Not Applicable': 1.0000003128163746}"
MA yesterday. My bleeding was light. And I’m worried I am worried.  I am 6w 3days pregnant took mifepristone 48 hrs ago and started misoprostol 24 hrs after (4 pills vaginally)  I started with mild cramps after 20 mins o…,"{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.0235185929733048,1.0029404852482071,1.0000012664465665,"{'Medical': 1.0000007896312857, 'Mental Health': 1.0235185929733048, 'Abuse': 1.000000432020081, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.0000017432618467, 'Not Applicable': 1.0000010280388834}"
Annoyed by language around MC & early pregnancy Does anyone else feel annoyed by some of the language used during early pregnancy? I went into my first pregnancy cautiously because I knew that a miscarriage was a possibi…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0183168445578497,1.002300369560583,1.0061081280082471,"{'Medical': 1.0000065114280086, 'Mental Health': 1.0183168445578497, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000030545053316, 'Pregnancy': 1.0000010280388834, 'Not Applicable': 1.0000749371165865}"
"Feeling hopeless Context: I’ve had two miscarriages within 5 months of each other (one at six weeks, one at 10 weeks)   I’m feeling so hopeless. After my last miscarriage, my doctor recommended taking three months to hea…","{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0183160137760248,1.0022899691424356,1.0000011472426469,"{'Medical': 1.0183160137760248, 'Mental Health': 1.000000908835049, 'Abuse': 1.0000001936126681, 'Aggression': 1.000000432020081, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000013856502443, 'Not Applicable': 1.0000003128163746}"
"So mad I found out yesterday that my current pregnancy is non viable, just waiting on baby to pass. This is my third miscarriage, and I made it to 9 weeks so I was SURE this one would stick. The other two passed 5-6 week…","{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0183160137760248,1.0023786579291318,1.0000009088350843,"{'Medical': 1.0183160137760248, 'Mental Health': 1.0000007896312857, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0007102999250679, 'Pregnancy': 1.0000010280388834, 'Not Applicable': 1.000000432020081}"
"this doesnt really constitute harassment, but in my brain it feels like it... girls - how do you react if a guy hits on you?  it happened to me for the first time today. Ive always been overweight and i followed a strict…",{'Not Applicable'},{'Not Applicable'},[],[],1.011110146594264,1.0014044845502577,1.011110146594264,"{'Medical': 1.0000003128163746, 'Mental Health': 1.0, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0001235697070932, 'Discrimination': 1.0000011472426182, 'Pregnancy': 1.0000003128163746, 'Not Applicable': 1.011110146594264}"
Naturally trying 6months after MC Hi all.. We are 25.5F and 30M and we're open to conceiving.. Aug2024 we conceived and everything was happy till 04/11/2024 when I had my first US scan and they found i had a blighted ovu…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.011109667284498,1.0020747249807878,1.003729974602094,"{'Medical': 1.011109667284498, 'Mental Health': 1.000075175545784, 'Abuse': 1.000000432020081, 'Aggression': 1.0000005512238017, 'Sexual': 1.0052479631233253, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000050809760002, 'Not Applicable': 1.0001586168564363}"
"Female here, prefer not putting my age in Years ago I met a boy online, his name was “Mario” I still have his username, he asked me to be his “online gf” I accepted *lets clarify I was 10 at that time* he told me he was …","{'Sexual', 'Mental Health', 'Abuse'}","{'Abuse', 'Sexual', 'Mental Health'}",[],[],1.0086523785952153,1.001097481461306,1.002925897196653,"{'Medical': 1.000000432020081, 'Mental Health': 1.0001238081406083, 'Abuse': 1.0000015048541353, 'Aggression': 1.0000003128163746, 'Sexual': 1.0086523785952153, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.0000001936126681, 'Not Applicable': 1.0000007896312857}"
"is this harassment? advice? i’m (16f) turning 17 pretty soon, and i recently had my first driving lesson. i had this male instructor that was maybe in his 20s or 30s and he drove me to a parking lot where i tried to make…","{'Mental Health', 'Abuse'}","{'Abuse', 'Mental Health'}",[],[],1.008652022569981,1.0010826854663522,1.0000038889376213,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000066306326245, 'Abuse': 1.0000011472426182, 'Aggression': 1.0000001936126681, 'Sexual': 1.0086520225699813, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000005512238017, 'Not Applicable': 1.000000432020081}"
"should have been due this month i’ve already been feeling super weird this month, i also turned 22 last week and should have been due at the same time. my boyfriend’s family is super catholic and his sister (34) just tol…","{'Pregnancy', 'Mental Health'}","{'Pregnancy', 'Mental Health'}",[],[],1.0052478432884369,1.0006572077574674,1.0000038293353133,"{'Medical': 1.0000001936126681, 'Mental Health': 1.0000065114280086, 'Abuse': 1.0000001936126681, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0052478432884369, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.0000010280388834}"
abortion pill at home or in clinic hey so i scheduled an abortion pill appointment with my local planned parenthood this Thursday afternoon. I planned on taking it Friday afternoon because I have a free day from work all…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0052478432884369,1.0008040088838477,1.0021433433913416,"{'Medical': 1.0052478432884369, 'Mental Health': 1.0011713840883674, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000108027972203, 'Not Applicable': 1.0000006704275366}"
"Is it considered sexual harassment if we point out to our friend that someone likes him/her? I can sense that in circle of friends, pointing out that one friend likes another can change the dynamic of relationship betwee…",{'Not Applicable'},{'Not Applicable'},[],[],1.003183481915832,1.0003982089538086,1.003183481915832,"{'Medical': 1.000000432020081, 'Mental Health': 1.0000001936126681, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000003128163746, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000005512238017, 'Not Applicable': 1.003183481915832}"
"Looking for some virtual hugs. I had an abortion a little over five weeks ago… It was an accident, unplanned, and arguably a reckless mistake. Something we just slipped up on.  Because of that, I have so much guilt and s…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.001930732383591,1.0002421665799428,1.0006446999012826,"{'Medical': 1.001930732383591, 'Mental Health': 1.000000908835049, 'Abuse': 1.0000001936126681, 'Aggression': 1.0000001936126681, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000023392813167, 'Pregnancy': 1.0000024584852079, 'Not Applicable': 1.0000001936126681}"
"I just need to vent. 31F. Had surgical procedure done with  large ovarian cyst,  and feel traumatized! Im 31 F.  I found out 3 weeks ago that I was pregnant and it was very much a shock. I was on birth control. (The pill…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.001503727986233,1.00019317181975,1.000013107490738,"{'Medical': 1.000010564387008, 'Mental Health': 1.0000278492501566, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000001936126681, 'Sexual': 1.001503727986233, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.000000908835049, 'Not Applicable': 1.0000015048541353}"
I've gotten My SA today So I recently posted about having HG and deciding to terminate. Today I got the procedure done. I was so in my head the past two days thinking I was making the wrong decision but after so many con…,"{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.001503608481102,1.000195332392916,1.0000265380162852,"{'Medical': 1.000035716942245, 'Mental Health': 1.001503608481102, 'Abuse': 1.0000001936126681, 'Aggression': 1.000000432020081, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000173590903254, 'Not Applicable': 1.000004961771569}"
"abortion at 7 weeks wondering if the pills worked Hello i was 7 weeks pregnant 22 years old decided not to have, took the abortion pills, 2 hours after taking i went to the bathroom to pee and clog came out with 2 pills,…","{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.001171503437304,1.0001503027033154,1.0004002063790791,"{'Medical': 1.0000279684573161, 'Mental Health': 1.0011715034373039, 'Abuse': 1.0000003128163746, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000011472426182, 'Not Applicable': 1.000000432020081}"
"Positive SA story at Planned Parenthood I never thought I would need an abortion, but I became pregnant at 40 y/o. I went to planned parenthood for the surgical procedure. They did an abdominal ultrasound and found I was…","{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.0011711455070886,1.0002357282197345,1.0000013856502727,"{'Medical': 1.0000011472426182, 'Mental Health': 1.000710419277288, 'Abuse': 1.000000432020081, 'Aggression': 1.0000006704275366, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.000001624057927, 'Not Applicable': 1.0011711455070886}"
First time medicated abortion Hi yall. I’m 22 and from PA and yesterday found out that I’m about 4 weeks pregnant. To say this is a nightmare scenario for me would be an understatement.   After doing some research I lear…,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0009121177210758,1.0001145268369978,1.0003048835380317,"{'Medical': 1.0009121177210758, 'Mental Health': 1.0000010280388834, 'Abuse': 1.0000003128163746, 'Aggression': 1.0000003128163746, 'Sexual': 1.0000001936126681, 'Discrimination': 1.0000001936126681, 'Pregnancy': 1.0000015048541353, 'Not Applicable': 1.0000005512238017}"
Could I have passed an abortion without knowing? I am 6 weeks pregnant!! On Tuesday I took my Mifepristone I think it was on the Wednesday night I noticed i started to bleed alot. This morning at 8am I took the 1st dose …,"{'Pregnancy', 'Medical', 'Mental Health'}","{'Medical', 'Pregnancy', 'Mental Health'}",[],[],1.0007106578070235,1.0000893443477004,1.0002376507641058,"{'Medical': 1.000000908835049, 'Mental Health': 1.0007106578070235, 'Abuse': 1.0000003128163746, 'Aggression': 1.000000432020081, 'Sexual': 1.0000003128163746, 'Discrimination': 1.0000003128163746, 'Pregnancy': 1.0000013856502443, 'Not Applicable': 1.000000432020081}"
Rash around vagina after surgical abortion? I had a surgical abortion exactly a week ago and I’ve just noticed when I’ve gone to shave that I have a really bad rash around my vagina and “on the lips” as my boyfriend said…,"{'Pregnancy', 'Medical'}","{'Medical', 'Pregnancy'}",[],[],1.000554020552114,1.0000698689942378,1.000278120314777,"{'Medical': 1.0000022200774399, 'Mental Health': 1.0000001936126681, 'Abuse': 1.000000432020081, 'Aggression': 1.0000005512238017, 'Sexual': 1.0000001936126681, 'Discrimination': 1.000000432020081, 'Pregnancy': 1.000554020552114, 'Not Applicable': 1.000000908835049}"
